Date,^GSPC,^FTLC,^RUT,IEUS,GOVT,IGOV,SIVR,SGOL,Total
2021-05-13,5492.977977251149,0.0,0.0,0.0,4710.04120028797,0.0,0.0,0.0,10203.01917753912
2021-05-14,5574.921985841542,0.0,0.0,0.0,4720.806741441995,0.0,0.0,0.0,10295.728727283537
2021-05-17,5560.817142244228,0.0,0.0,0.0,4717.218573205234,0.0,0.0,0.0,10278.035715449463
2021-05-18,5513.454033550278,0.0,0.0,0.0,4713.629714005979,0.0,0.0,0.0,10227.083747556257
2021-05-19,5497.225669781288,0.0,0.0,0.0,4708.247461650838,0.0,0.0,0.0,10205.473131432125
2021-05-20,5555.247467101071,0.0,0.0,0.0,4720.806741441995,0.0,0.0,0.0,10276.054208543066
2021-05-21,5550.892815938208,0.0,0.0,0.0,4724.395946122498,0.0,0.0,0.0,10275.288762060705
2021-05-24,5605.909336553113,0.0,0.0,0.0,4727.984805321754,0.0,0.0,0.0,10333.894141874865
2021-05-26,5604.494091229852,0.0,0.0,0.0,4736.955916876151,0.0,0.0,0.0,10341.450008106003
2021-05-27,5611.025089693971,0.0,0.0,0.0,4735.161487276522,0.0,0.0,0.0,10346.186576970493
2021-05-28,5615.339305276169,0.0,0.0,0.0,4735.161487276522,0.0,0.0,0.0,10350.500792552692
2021-06-01,5612.574685494923,0.0,0.0,0.0,4730.134044162586,0.0,0.0,0.0,10342.708729657508
2021-06-02,5620.69571534066,0.0,0.0,0.0,4735.520442292697,0.0,0.0,0.0,10356.216157633356
2021-06-03,5600.299878016076,0.0,0.0,0.0,4726.541730150855,0.0,0.0,0.0,10326.841608166931
2021-06-04,5649.773463146005,0.0,0.0,0.0,4746.295311440405,0.0,0.0,0.0,10396.06877458641
2021-06-07,5645.272069956536,0.0,0.0,0.0,4740.908222347799,0.0,0.0,0.0,10386.180292304336
2021-06-08,5646.260132935679,0.0,0.0,0.0,4753.478903020125,0.0,0.0,0.0,10399.739035955805
2021-06-09,5635.962103601903,0.0,0.0,0.0,4762.4579606432135,0.0,0.0,0.0,10398.420064245118
2021-06-11,5673.214360569348,0.0,0.0,0.0,4769.640170297943,0.0,0.0,0.0,10442.854530867291
2021-06-14,5683.512389903124,0.0,0.0,0.0,4758.865992112731,0.0,0.0,0.0,10442.378382015855
2021-06-15,5672.078903376814,0.0,0.0,0.0,4755.274714544742,0.0,0.0,0.0,10427.353617921555
2021-06-16,5641.505691273664,0.0,0.0,0.0,4742.70368839117,0.0,0.0,0.0,10384.209379664833
2021-06-17,5639.047599281326,0.0,0.0,0.0,4758.865992112731,0.0,0.0,0.0,10397.913591394057
2021-06-18,5565.038095116185,0.0,0.0,0.0,4778.620264364775,0.0,0.0,0.0,10343.65835948096
2021-06-21,5642.9613721775895,0.0,0.0,0.0,4762.4579606432135,0.0,0.0,0.0,10405.419332820802
2021-06-22,5671.878682033846,0.0,0.0,0.0,4767.845395217068,0.0,0.0,0.0,10439.724077250914
2021-06-23,5665.734430333181,0.0,0.0,0.0,4760.662149118596,0.0,0.0,0.0,10426.396579451777
2021-06-24,5698.659427982729,0.0,0.0,0.0,4762.4579606432135,0.0,0.0,0.0,10461.117388625942
2021-06-25,5717.6393677972665,0.0,0.0,0.0,4749.887279970889,0.0,0.0,0.0,10467.526647768154
2021-06-28,5730.875498597075,0.0,0.0,0.0,4762.4579606432135,0.0,0.0,0.0,10493.33345924029
2021-06-29,5732.464877791908,0.0,0.0,0.0,4764.253772167832,0.0,0.0,0.0,10496.718649959741
2021-06-30,5740.078506318982,0.0,0.0,0.0,4776.824452840157,0.0,0.0,0.0,10516.902959159139
2021-07-01,5770.051054393229,0.0,0.0,0.0,4768.017790359581,0.0,0.0,0.0,10538.06884475281
2021-07-02,5813.32690850613,0.0,0.0,0.0,4769.814983809189,0.0,0.0,0.0,10583.141892315318
2021-07-06,5801.573198268428,0.0,0.0,0.0,4800.36796341502,0.0,0.0,0.0,10601.941161683448
2021-07-07,5821.060539401628,0.0,0.0,0.0,4811.151124112668,0.0,0.0,0.0,10632.211663514296
2021-07-08,5771.226294979641,0.0,0.0,0.0,4821.933939329068,0.0,0.0,0.0,10593.16023430871
2021-07-09,5836.313883927173,0.0,0.0,0.0,4800.36796341502,0.0,0.0,0.0,10636.681847342194
2021-07-12,5856.456020592425,0.0,0.0,0.0,4798.57111544666,0.0,0.0,0.0,10655.027136039085
2021-07-13,5835.8599619248735,0.0,0.0,0.0,4785.9900703369085,0.0,0.0,0.0,10621.850032261782
2021-07-14,5842.658356970806,0.0,0.0,0.0,4800.36796341502,0.0,0.0,0.0,10643.026320385827
2021-07-15,5823.598198181725,0.0,0.0,0.0,4816.542013498997,0.0,0.0,0.0,10640.140211680722
2021-07-16,5779.694940381737,0.0,0.0,0.0,4812.948317562276,0.0,0.0,0.0,10592.643257944013
2021-07-19,5687.973999698714,0.0,0.0,0.0,4843.501297168107,0.0,0.0,0.0,10531.475296866822
2021-07-20,5774.218527948822,0.0,0.0,0.0,4838.109371338036,0.0,0.0,0.0,10612.327899286858
2021-07-21,5821.808597643923,0.0,0.0,0.0,4818.339206948605,0.0,0.0,0.0,10640.147804592529
2021-07-22,5833.549264145927,0.0,0.0,0.0,4830.920252058356,0.0,0.0,0.0,10664.469516204283
2021-07-23,5892.733258316426,0.0,0.0,0.0,4823.731823741172,0.0,0.0,0.0,10716.465082057599
2021-07-27,5878.935594694806,0.0,0.0,0.0,4827.32586515914,0.0,0.0,0.0,10706.261459853948
2021-07-28,5877.840573082938,0.0,0.0,0.0,4832.717100026716,0.0,0.0,0.0,10710.557673109655
2021-07-29,5902.5636697254195,0.0,0.0,0.0,4827.32586515914,0.0,0.0,0.0,10729.88953488456
2021-07-30,5870.654126899982,0.0,0.0,0.0,4832.717100026716,0.0,0.0,0.0,10703.371226926698
2021-08-02,5859.835652511845,0.0,0.0,0.0,4849.445302031719,0.0,0.0,0.0,10709.280954543563
2021-08-03,5907.9063838674265,0.0,0.0,0.0,4851.244568368812,0.0,0.0,0.0,10759.15095223624
2021-08-04,5880.538669812123,0.0,0.0,0.0,4851.244568368812,0.0,0.0,0.0,10731.783238180935
2021-08-05,5915.853932028376,0.0,0.0,0.0,4840.4520796774805,0.0,0.0,0.0,10756.306011705856
2021-08-06,5925.764562411914,0.0,0.0,0.0,4815.269260583127,0.0,0.0,0.0,10741.033822995041
2021-08-10,5926.071742387608,0.0,0.0,0.0,4800.879275661352,0.0,0.0,0.0,10726.95101804896
2021-08-11,5933.631891598319,0.0,0.0,0.0,4804.476771891796,0.0,0.0,0.0,10738.108663490115
2021-08-12,5958.2349858723765,0.0,0.0,0.0,4799.080354805506,0.0,0.0,0.0,10757.315340677884
2021-08-13,5967.81169662204,0.0,0.0,0.0,4820.666023150664,0.0,0.0,0.0,10788.477719772703
2021-08-16,5983.452440097823,0.0,0.0,0.0,4826.061749274459,0.0,0.0,0.0,10809.514189372281
2021-08-17,5941.205084544729,0.0,0.0,0.0,4826.061749274459,0.0,0.0,0.0,10767.266833819187
2021-08-18,5877.346215499973,0.0,0.0,0.0,4827.860670130304,0.0,0.0,0.0,10705.206885630278
2021-08-19,5884.732230839113,0.0,0.0,0.0,4836.853892484542,0.0,0.0,0.0,10721.586123323654
2021-08-20,5932.643176432392,0.0,0.0,0.0,4835.056353553687,0.0,0.0,0.0,10767.69952998608
2021-08-23,5983.21178317419,0.0,0.0,0.0,4835.056353553687,0.0,0.0,0.0,10818.268136727876
2021-08-24,5992.161090236766,0.0,0.0,0.0,4824.26317389986,0.0,0.0,0.0,10816.424264136625
2021-08-25,6005.464396275421,0.0,0.0,0.0,4811.672109833931,0.0,0.0,0.0,10817.136506109353
2021-08-26,5970.483053693043,0.0,0.0,0.0,4766.70323421276,0.0,0.0,0.0,10737.186287905803
2021-08-27,6023.068874160577,0.0,0.0,0.0,4826.061749274459,0.0,0.0,0.0,10849.130623435036
2021-08-31,6040.84683373052,0.0,0.0,0.0,4827.860670130304,0.0,0.0,0.0,10868.707503860824
2021-09-01,6042.729696978564,0.0,0.0,0.0,4826.600700020592,0.0,0.0,0.0,10869.330396999156
2021-09-02,6059.906992519602,0.0,0.0,0.0,4832.001262881851,0.0,0.0,0.0,10891.908255401453
2021-09-03,6057.876735058168,0.0,0.0,0.0,4823.000439940168,0.0,0.0,0.0,10880.877174998335
2021-09-07,6037.306763862012,0.0,0.0,0.0,4808.597326730987,0.0,0.0,0.0,10845.904090593
2021-09-08,6029.346171965364,0.0,0.0,0.0,4819.399143416002,0.0,0.0,0.0,10848.745315381366
2021-09-09,6001.57736303734,0.0,0.0,0.0,4833.801565662688,0.0,0.0,0.0,10835.378928700027
2021-09-10,5955.229709167498,0.0,0.0,0.0,4819.399143416002,0.0,0.0,0.0,10774.6288525835
2021-09-13,5968.786715865484,0.0,0.0,0.0,4828.4006573201805,0.0,0.0,0.0,10797.187373185665
