,0
^GSPC,0.15310644188328076
^FTLC,0.0556589640623013
^RUT,0.006042963765069644
IEUS,0.04885586254650418
GOVT,0.6198160826938232
IGOV,0.07864204544052304
SIVR,0.028218885349528183
SGOL,0.009658754258969688
